@RELATION football

@ATTRIBUTE form1 numeric
@ATTRIBUTE aq1 numeric
@ATTRIBUTE cs1 numeric
@ATTRIBUTE gc1 numeric
@ATTRIBUTE form2 numeric
@ATTRIBUTE aq2 numeric
@ATTRIBUTE cs2 numeric
@ATTRIBUTE gc2 numeric
@ATTRIBUTE class {1.0,2.0,3.0}

@DATA
2.819 1.35523716942 0.6 0.6 -3.6192 0.67811756068 0.2 1.2 2.0
3.645 2.50602396882 0.6 0.4 -0.1958 0.3213950286 0.6 0.8 1.0
6.245 1.89957982107 0.6 0.4 1.28 1.3295725401 0.6 1.4 1.0
-3.655 0.937179289075 0.2 1.6 -1.995 1.30642361111 0.0 3.0 2.0
5.408 2.52672728106 0.4 0.6 4.76 2.3770981064 0.2 0.8 2.0
-0.859 0.571336419753 0.2 1.2 1.1802 1.08691328804 0.4 0.6 3.0
-0.17 1.81737343853 0.2 2.0 1.2502 1.52347222222 0.2 1.4 2.0
2.81 1.39688394128 0.4 0.8 -2.099 1.01288265306 0.2 2.0 1.0
-2.514 0.245700129126 0.4 1.4 2.3725 0.894941175405 0.6 0.8 3.0
-1.141 0.984557659152 0.4 1.6 2.955 1.1520149472 0.6 0.6 1.0
-1.909 1.32511017337 0.0 1.8 -1.8892 1.34861426052 0.2 1.6 3.0
0.6 1.00446485261 0.2 1.6 4.6 1.57455729167 0.2 0.8 1.0
0.6 0.918463186683 0.4 1.4 -0.139 0.855388888889 0.2 1.2 2.0
2.1248 1.54326932487 0.0 2.0 3.435 2.08919898295 0.4 0.8 1.0
4.6 1.29687997789 0.8 0.2 -0.7 1.06988099934 0.2 2.0 2.0
-3.7717 1.94507961703 0.0 3.0 -3.5882 0.862446417347 0.0 1.6 1.0
-0.1 0.756082908163 0.6 1.0 2.0 1.97520407409 0.4 0.8 2.0
2.6 1.02825721865 0.8 0.4 6.0 2.19102553371 1.0 0.0 3.0
-1.9025 1.49913548753 0.2 2.0 -0.0598 1.13957539145 0.0 1.4 2.0
-4.0 0.649382716049 0.0 1.8 3.2 0.694371149166 0.8 0.4 2.0
-2.0 0.301974288338 0.2 1.2 -1.4 0.340217939027 0.2 1.4 1.0
2.2502 1.25800022957 0.2 1.0 0.6992 0.971467939027 0.4 1.0 2.0
-1.235 1.14112985335 0.2 1.8 -2.1475 1.30888548753 0.2 1.8 1.0
2.3688 1.56453766692 0.0 2.0 0.6 0.781322183311 0.2 1.4 3.0
1.365 0.89589168119 0.6 1.2 -3.4792 0.826446417347 0.0 1.8 1.0
2.765 1.56825817594 0.0 1.0 -2.534 0.301974288338 0.2 1.0 1.0
-2.7 0.634690337721 0.0 1.4 2.1008 1.0882980163 0.6 0.6 2.0
0.6002 1.38714250964 0.0 1.4 6.135 2.41804115871 1.0 0.0 2.0
-3.7017 1.70688517259 0.0 3.0 -0.16 0.981020408163 0.6 1.0 1.0
1.9 0.827499235376 0.6 0.6 2.735 1.47440608354 0.6 0.6 2.0
-0.7 1.2858573307 0.0 2.2 1.3 1.51745407409 0.4 0.8 3.0
3.19 1.77235858798 0.6 0.6 -1.0498 1.14795045763 0.0 1.6 1.0
6.025 2.58470782538 0.8 0.2 -0.199 0.819805785124 0.2 1.0 1.0
-4.824 0.154863177227 0.0 1.4 3.2028 1.56788460569 0.2 1.8 1.0
2.2358 1.48434943962 0.4 1.0 -1.9025 2.08686041712 0.0 3.0 3.0
1.3492 1.20935059209 0.4 1.0 1.325 0.886816888947 0.6 1.2 3.0
-4.35 0.941697987528 0.2 1.8 -3.235 1.10561041712 0.0 2.4 3.0
